商品コード,法人名,商品名,型番,全国平均貸与価格（円）,貸与価格の上限（円）
00206-000065,株式会社ケープ,サウンドスリープサポーター・ミュー＜通気タイプ＞,CR-520、他,2021,2100
00206-000067,株式会社ケープ,エアマスター　ネクサス,CR-600、他,7576,8270
00206-000068,株式会社ケープ,ラクセ,CK-320,1622,1980
00206-000069,株式会社ケープ,ホスピタマットレス,,2021,2230
00206-000070,株式会社ケープ,ディンプルマットレス,CR-540、他,4461,5030
00206-000072,株式会社ケープ,ベスポジェルクッション,ＣＫ-375,1871,2140
00206-000074,株式会社ケープ,エアマスター　ビッグセル　インフィニティ,CR-550、他,9634,10390
00206-000075,株式会社ケープ,ミルフィ,CR-362、他,2735,3040
00206-000076,株式会社ケープ,エアマスター　ビッグセル　インフィニティ　プラス,CR-561、他,9816,10900
00206-000077,株式会社ケープ,キュオラ＜通気タイプ＞,CR-590、他,4975,5410
00206-000078,株式会社ケープ,キュオラ＜防水タイプ＞,CR-594、他,5388,6030
00206-000079,株式会社ケープ,メリー＆ハリー,CR-680、他,2339,2650
00206-000081,株式会社ケープ,キュブレナクッション,CK-400,2643,3080
00206-000082,株式会社ケープ,ネクサスRセット　840タイプ,CR-660,7817,8350
00206-000083,株式会社ケープ,ネクサスRセット　900タイプ,CR-663,7717,8310
00206-000084,株式会社ケープ,ネクサスRセット　840/SHORTタイプ,CR-665,7784,8320
00206-000085,株式会社ケープ,ネクサスRセット　900/SHORTタイプ,CR-667,7793,8310
00206-000087,株式会社ケープ,ネクサスRセット　1000タイプ,CR-685,8374,9200
00206-000089,株式会社ケープ,ネクサスRプラスセット　900タイプ,CR-673,7850,8470
00206-000095,株式会社ケープ,ネクサスRクイックフィットシーツセット　900タイプ,CR-652,7602,8100
00206-000102,株式会社ケープ,スモールチェンジ　ラグーナセット　840タイプ,CR-700,9038,9660
00206-000103,株式会社ケープ,スモールチェンジ　ラグーナセット　900タイプ,CR-703,9003,9650
00206-000104,株式会社ケープ,スモールチェンジ　ラグーナセット　840/SHORTタイプ,CR-705,8923,9500
00206-000105,株式会社ケープ,スモールチェンジ　ラグーナセット　900/SHORTタイプ,CR-707,8961,9540
00206-000106,株式会社ケープ,スモールチェンジ　ラグーナセット　1000タイプ,CR-711,9291,9980
00206-000108,株式会社ケープ,スモールチェンジ　ラグーナプラスセット　900タイプ,CR-723,10089,10930
00206-000132,株式会社ケープ,FOLIO　(フォリオ),CK-405,1566,1760
00206-000133,株式会社ケープ,ロンボRM1-H防水カバーセット,RM1-BCS,1446,1690
00206-000134,株式会社ケープ,ロンボRM2-H防水カバーセット,RM2-BCS,1383,1610
00206-000135,株式会社ケープ,ロンボRM4-H防水カバーセット,RM4-BCS,1034,1150
00206-000136,株式会社ケープ,アルトネ,CK－460,1284,1550
00206-000140,株式会社ケープ,マイクロクライメイト　ビッグセル　アイズ　840タイプ,CR-750,9837,10480
00206-000141,株式会社ケープ,マイクロクライメイト　ビッグセル　アイズ　900タイプ,CR-753,9790,10480
00206-000142,株式会社ケープ,マイクロクライメイト　ビッグセル　アイズ　840／SHORTタイプ,CR-755,9856,10500
00206-000143,株式会社ケープ,マイクロクライメイト　ビッグセル　アイズ　900／SHORTタイプ,CR-757,9804,10490
00218-000001,株式会社フロンティア,WQ-201,WQ-201,5282,5600
00218-000003,株式会社フロンティア,オムニマット一層式,OH-881M,2000,2030
00218-000008,株式会社フロンティア,オリジナル車いす用クッション2,,998,1030
00218-000011,株式会社フロンティア,4輪歩行車「ハーティーウォーカー」,,2997,3050
00218-000012,株式会社フロンティア,体位変換クッション Wｅｌｌｓｔｙｌｅ パフディ 三角タイプ400,,1000,1000
00218-000013,株式会社フロンティア,体位変換クッション Wｅｌｌｓｔｙｌｅ パフディ 三角タイプ600,,1000,1000
00218-000020,株式会社フロンティア,アクトモア　ファイン（Sトール）,,2500,2510
00218-000021,株式会社フロンティア,アクトモア　ネクサスⅢ,,3500,3500
00218-000022,株式会社フロンティア,アクトモア 4点杖,,1000,1000
00218-000024,株式会社フロンティア,アクトモア　レボ　（4ホール 22インチ）/低床タイプ（4ホール 20インチ）,,8000,8000
00218-000025,株式会社フロンティア,wellクッション,,1000,1000
00218-000027,株式会社フロンティア,Wellstyle　Paska(パスカ)マットレス,,5000,5000
00218-000033,株式会社フロンティア,アクトモア シュシュ 自走式/自走式･低床タイプ,C6,6522,6950
00218-000035,株式会社フロンティア,アクトモア チアリー,,3964,4190
00218-000036,株式会社フロンティア,ジールクッション,,999,1010
00218-000037,株式会社フロンティア,オムニマット トリオレ,OH-881MT,2000,2010
00218-000038,株式会社フロンティア,アクトモア テトラ・ケイン（Sサイズ）,,1193,1230
00218-000040,株式会社フロンティア,アクトモア Mgウォーカー（Sサイズ）,,2445,2640
00218-000044,株式会社フロンティア,アジャスター ブレスクッション（ロータイプ・40cm幅）,,3000,3000
00218-000045,株式会社フロンティア,アジャスター ブレスクッション（ロータイプ・38cm幅）,,3000,3000
00218-000046,株式会社フロンティア,アジャスター ブレスクッション（ハイタイプ・40cm幅）,,3000,3000
00218-000048,株式会社フロンティア,アクトモア　ファイン（ＳＳサイズ）,,2498,2540
00218-000049,株式会社フロンティア,アクトモア　ファイン（Ｓサイズ）,,2503,2530
00218-000050,株式会社フロンティア,アクトモア　ファイン（Ｍサイズ）,,2500,2500
00218-000053,株式会社フロンティア,アクトモア　シュシュ用　エレベーティングフットレッグサポート(片側),,999,1020
00218-000056,株式会社フロンティア,アクトモア　トプロ（Sサイズ）,,3000,3000
00218-000057,株式会社フロンティア,アクトモア　トプロ（Mサイズ）,,3000,3000
00218-000058,株式会社フロンティア,アクトモア　トプロ（Lサイズ）,,3000,3000
00218-000060,株式会社フロンティア,アクトモア　ウォーキーS7　スタンダードタイプ（レギュラー）,,3500,3500
00218-000063,株式会社フロンティア,アクトモア　プロップ 介助式,,4000,4000
00218-000064,株式会社フロンティア,アクトモア　プロップ 自走式,,4000,4000
00218-000067,株式会社フロンティア,アクトモア　みちる　エレベーティング＆スイングアウト仕様,,9147,9780
00218-000069,株式会社フロンティア,アクトモア　シュシュ　介助式,,6691,6790
00218-000070,株式会社フロンティア,アクトモア　シュシュ　自走式,,6693,6780
00218-000071,株式会社フロンティア,アクトモア　シュシュ　自走式・低床タイプ,,6688,6800
00218-000072,株式会社フロンティア,アクトモア　ヴィーボ　介助式,,5797,5830
00218-000073,株式会社フロンティア,アクトモア　ヴィーボ　自走式,,5794,5840
00218-000074,株式会社フロンティア,アクトモア　ヴィーボ　自走式・低床タイプ,,5792,5840
00218-000077,株式会社フロンティア,アクトモア　トプロ抑速ブレーキ付き（Sサイズ）,,4000,4000
00218-000078,株式会社フロンティア,アクトモア　トプロ抑速ブレーキ付き（Mサイズ）,,4000,4000
00218-000079,株式会社フロンティア,アクトモア　トプロ抑速ブレーキ付き（Lサイズ）,,4000,4000
00218-000080,株式会社フロンティア,アクトモア4点杖　クック,,1000,1000
00218-000081,株式会社フロンティア,アクトモア　ウォーキーS7　スタンダードタイプ（コンパクト）,,3500,3500
00218-000083,株式会社フロンティア,アクトモア　ファイン（Lトール）,,2501,2510
00218-000086,株式会社フロンティア,アクトモア　ラテラルアームサポート,,300,300
00218-000092,株式会社フロンティア,アクトモア　Mgウォーカー（Mサイズ）,,2482,2580
00218-000093,株式会社フロンティア,アクトモア　テトラ・ケイン（Mサイズ）,,1190,1240
00218-000094,株式会社フロンティア,オムニマット一層式　プラス（90cm幅）,,2963,3150
00218-000095,株式会社フロンティア,アクトモア　パルト,,2500,2500
00218-000099,株式会社フロンティア,アシスト型電動車いす　スイート2,,18000,18000
00218-000104,株式会社フロンティア,アクトモア　レボ（20インチ）,,7994,8070
00218-000105,株式会社フロンティア,アクトモア　レボ（22インチ）,,8000,8000
00218-000107,株式会社フロンティア,アクトモア　レボ　介助ブレーキ付き,,8500,8500
00218-000114,株式会社フロンティア,アクトモア　ネッティ　ビジョン,,9000,9000
00218-000115,株式会社フロンティア,アクトモア　rollz（ロールズ） ロータイプ,,4000,4000
00218-000130,株式会社フロンティア,アクトモア　パピー,,2500,2500
00218-000139,株式会社フロンティア,アクトモア　MgウォーカーⅢ（Sサイズ）,,2481,2590
00218-000140,株式会社フロンティア,アクトモア　MgウォーカーⅢ（Mサイズ）,,2493,2560
00218-000141,株式会社フロンティア,アクトモア　エレッシュ　リチウムイオンバッテリー,,30000,30000
00218-000148,株式会社フロンティア,ベクター ブレスクッション（40cm×40cm）,,3000,3000
00218-000155,株式会社フロンティア,立ち止まりくん　AR-901,,6635,6870
00218-000156,株式会社フロンティア,アクトモア　4点杖,,1000,1000
00218-000160,株式会社フロンティア,エンブレイス クッション,,1499,1530
00218-000166,株式会社フロンティア,アクトモア　フレックス,Flex　02,3600,3600
00218-000167,株式会社フロンティア,アクトモア　ライトフット　自走式,,6000,6000
